,,,,
1680,105.52,,,
1679,105.5,,,
1678,105.48,,,
1677,105.46,,,
1676,105.42,,,
1675,105.37,,,
1674,105.35,,,
1673,105.34,,,
1672,105.35,,,
1671,105.33,,,
1670,105.29,,,
1669,105.23,,,
1668,105.19,,,
1667,105.18,,,
1666,105.18,,,
1665,105.18,,,
1664,105.16,,,
1663,105.12,,,
1662,105.06,,,
1661,105.01,,,
1660,104.97,,,
1659,104.94,,,
1658,104.92,,,
1657,104.91,,,
1656,104.91,,,
1655,104.93,,,
1654,104.93,,,
1653,104.87,,,
1652,104.78,,,
1651,104.71,,,
1650,104.68,,,
1649,104.67,,,
1648,104.65,,,
1647,104.64,,,
1646,104.63,,,
1645,104.64,,,
1644,104.65,,,
1643,104.66,,,
1642,104.67,,,
1641,104.67,,,
1640,104.67,,,
1639,104.67,,,
1638,104.66,,,
1637,104.64,,,
1636,104.62,,,
1635,104.61,,,
1634,104.61,,,
1633,104.6,,,
1632,104.6,,,
1631,104.6,,,
1630,104.6,,,
1629,104.6,,,
1628,104.61,,,
1627,104.62,,,
1626,104.65,,,
1625,104.67,,,
1624,104.68,,,
1623,104.69,,,
1622,104.7,,,
1621,104.73,,,
1620,104.76,,,
1619,104.8,,,
1618,104.83,,,
1617,104.85,,,
1616,104.87,,,
1615,104.9,,,
1614,104.94,,,
1613,104.98,,,
1612,105.01,,,
1611,105.03,,,
1610,105.04,,,
1609,105.05,,,
1608,105.06,,,
1607,105.08,,,
1606,105.11,,,
1605,105.13,,,
1604,105.15,,,
1603,105.18,,,
1602,105.22,,,
1601,105.26,,,
1600,105.29,,,
1599,105.31,,,
1598,105.31,,,
1597,105.33,,,
1596,105.37,,,
1595,105.43,,,
1594,105.49,,,
1593,105.53,,,
1592,105.55,,,
1591,105.57,,,
1590,105.59,,,
1589,105.61,,,
1588,105.64,,,
1587,105.67,,,
1586,105.71,,,
1585,105.74,,,
1584,105.78,,,
1583,105.81,,,
1582,105.85,,,
1581,105.9,,,
1580,105.94,,,
1579,105.99,,,
1578,106.04,,,
1577,106.07,,,
1576,106.09,,,
1575,106.09,,,
1574,106.11,,,
1573,106.14,,,
1572,106.18,,,
1571,106.21,,,
1570,106.23,,,
1569,106.23,,,
1568,106.24,,,
1567,106.28,,,
1566,106.33,,,
1565,106.37,,,
1564,106.4,,,
1563,106.43,,,
1562,106.46,,,
1561,106.48,,,
1560,106.48,,,
1559,106.49,,,
1558,106.52,,,
1557,106.57,,,
1556,106.63,,,
1555,106.68,,,
1554,106.7,,,
1553,106.7,,,
1552,106.69,,,
1551,106.7,,,
1550,106.72,,,
1549,106.73,,,
1548,106.75,,,
1547,106.77,,,
1546,106.77,,,
1545,106.77,,,
1544,106.78,,,
1543,106.81,,,
1542,106.85,,,
1541,106.89,,,
1540,106.9,,,
1539,106.91,,,
1538,106.92,,,
1537,106.93,,,
1536,106.94,,,
1535,106.94,,,
1534,106.94,,,
1533,106.95,,,
1532,106.96,,,
1531,106.96,,,
1530,106.95,,,
1529,106.95,,,
1528,106.96,,,
1527,106.96,,,
1526,106.96,,,
1525,106.97,,,
1524,106.99,,,
1523,107.03,,,
1522,107.05,,,
1521,107.05,,,
1520,107.06,,,
1519,107.06,,,
1518,107.06,,,
1517,107.06,,,
1516,107.04,,,
1515,107.03,,,
1514,107.03,,,
1513,107.03,,,
1512,107.03,,,
1511,107.03,,,
1510,107.05,,,
1509,107.06,,,
1508,107.07,,,
1507,107.07,,,
1506,107.07,,,
1505,107.1,,,
1504,107.14,,,
1503,107.16,,,
1502,107.16,,,
1501,107.16,,,
1500,107.16,,,
1499,107.17,,,
1498,107.16,,,
1497,107.15,,,
1496,107.15,,,
1495,107.17,,,
1494,107.18,,,
1493,107.19,,,
1492,107.19,,,
1491,107.18,,,
1490,107.16,,,
1489,107.16,,,
1488,107.18,,,
1487,107.19,,,
1486,107.19,,,
1485,107.19,,,
1484,107.21,,,
1483,107.25,,,
1482,107.26,,,
1481,107.25,,,
1480,107.21,,,
1479,107.18,,,
1478,107.18,,,
1477,107.2,,,
1476,107.22,,,
1475,107.22,,,
1474,107.21,,,
1473,107.21,,,
1472,107.24,,,
1471,107.27,,,
1470,107.28,,,
1469,107.29,,,
1468,107.31,,,
1467,107.33,,,
1466,107.35,,,
1465,107.34,,,
1464,107.32,,,
1463,107.31,,,
1462,107.31,,,
1461,107.3,,,
1460,107.29,,,
1459,107.28,,,
1458,107.29,,,
1457,107.3,,,
1456,107.31,,,
1455,107.31,,,
1454,107.31,,,
1453,107.32,,,
1452,107.31,,,
1451,107.3,,,
1450,107.29,,,
1449,107.29,,,
1448,107.31,,,
1447,107.34,,,
1446,107.38,,,
1445,107.41,,,
1444,107.41,,,
1443,107.4,,,
1442,107.39,,,
1441,107.38,,,
1440,107.38,,,
1439,107.4,,,
1438,107.41,,,
1437,107.42,,,
1436,107.41,,,
1435,107.4,,,
1434,107.39,,,
1433,107.4,,,
1432,107.42,,,
1431,107.44,,,
1430,107.44,,,
1429,107.43,,,
1428,107.43,,,
1427,107.45,,,
1426,107.47,,,
1425,107.49,,,
1424,107.51,,,
1423,107.52,,,
1422,107.51,,,
1421,107.49,,,
1420,107.47,,,
1419,107.48,,,
1418,107.5,,,
1417,107.54,,,
1416,107.57,,,
1415,107.6,,,
1414,107.61,,,
1413,107.62,,,
1412,107.64,,,
1411,107.65,,,
1410,107.66,,,
1409,107.66,,,
1408,107.68,,,
1407,107.71,,,
1406,107.73,,,
1405,107.74,,,
1404,107.73,,,
1403,107.72,,,
1402,107.72,,,
1401,107.74,,,
1400,107.77,,,
1399,107.8,,,
1398,107.81,,,
1397,107.82,,,
1396,107.84,,,
1395,107.86,,,
1394,107.87,,,
1393,107.87,,,
1392,107.87,,,
1391,107.86,,,
1390,107.87,,,
1389,107.87,,,
1388,107.87,,,
1387,107.87,,,
1386,107.87,,,
1385,107.88,,,
1384,107.87,,,
1383,107.87,,,
1382,107.86,,,
1381,107.87,,,
1380,107.88,,,
1379,107.88,,,
1378,107.87,,,
1377,107.87,,,
1376,107.88,,,
1375,107.9,,,
1374,107.92,,,
1373,107.94,,,
1372,107.95,,,
1371,107.97,,,
1370,107.98,,,
1369,107.98,,,
1368,107.97,,,
1367,107.97,,,
1366,107.97,,,
1365,107.98,,,
1364,107.98,,,
1363,107.97,,,
1362,107.97,,,
1361,107.97,,,
1360,107.99,,,
1359,108.01,,,
1358,108.03,,,
1357,108.03,,,
1356,108.02,,,
1355,108.02,,,
1354,108.01,,,
1353,108.01,,,
1352,108.01,,,
1351,108.01,,,
1350,108,,,
1349,108,,,
1348,108.01,,,
1347,108.02,,,
1346,108.03,,,
1345,108.03,,,
1344,108.02,,,
1343,108.03,,,
1342,108.04,,,
1341,108.05,,,
1340,108.05,,,
1339,108.04,,,
1338,108.02,,,
1337,108.01,,,
1336,108.01,,,
1335,108.03,,,
1334,108.07,,,
1333,108.11,,,
1332,108.14,,,
1331,108.15,,,
1330,108.14,,,
1329,108.13,,,
1328,108.12,,,
1327,108.11,,,
1326,108.1,,,
1325,108.1,,,
1324,108.09,,,
1323,108.09,,,
1322,108.1,,,
1321,108.11,,,
1320,108.13,,,
1319,108.14,,,
1318,108.13,,,
1317,108.14,,,
1316,108.15,,,
1315,108.17,,,
1314,108.17,,,
1313,108.16,,,
1312,108.15,,,
1311,108.16,,,
1310,108.18,,,
1309,108.19,,,
1308,108.19,,,
1307,108.18,,,
1306,108.18,,,
1305,108.17,,,
1304,108.16,,,
1303,108.17,,,
1302,108.18,,,
1301,108.21,,,
1300,108.23,,,
1299,108.23,,,
1298,108.22,,,
1297,108.2,,,
1296,108.19,,,
1295,108.19,,,
1294,108.17,,,
1293,108.16,,,
1292,108.14,,,
1291,108.14,,,
1290,108.13,,,
1289,108.11,,,
1288,108.06,,,
1287,107.98,,,
1286,107.88,,,
1285,107.77,,,
1284,107.65,,,
1283,107.5,,,
1282,107.31,,,
1281,107.11,,,
1280,106.89,,,
1279,106.69,,,
1278,106.52,,,
1277,106.39,,,
1276,106.33,,,
1275,106.37,,,
1274,106.53,,,
1273,106.8,,,
1272,107.1,,,
1271,107.32,,,
1270,107.35,,,
1269,107.22,,,
1268,107.07,,,
1267,107,,,
1266,107.01,,,
1265,107,,,
1264,106.92,,,
1263,106.77,,,
1262,106.63,,,
1261,106.54,,,
1260,106.52,,,
1259,106.56,,,
1258,106.65,,,
1257,106.75,,,
1256,106.87,,,
1255,107,,,
1254,107.13,,,
1253,107.26,,,
1252,107.36,,,
1251,107.43,,,
1250,107.48,,,
1249,107.51,,,
1248,107.54,,,
1247,107.55,,,
1246,107.55,,,
1245,107.52,,,
1244,107.48,,,
1243,107.43,,,
1242,107.39,,,
1241,107.36,,,
1240,107.33,,,
1239,107.29,,,
1238,107.24,,,
1237,107.18,,,
1236,107.13,,,
1235,107.08,,,
1234,107.02,,,
1233,106.95,,,
1232,106.86,,,
1231,106.78,,,
1230,106.71,,,
1229,106.63,,,
1228,106.53,,,
1227,106.41,,,
1226,106.29,,,
1225,106.2,,,
1224,106.11,,,
1223,106.04,,,
1222,105.97,,,
1221,105.88,,,
1220,105.79,,,
1219,105.7,,,
1218,105.61,,,
1217,105.51,,,
1216,105.41,,,
1215,105.3,,,
1214,105.18,,,
1213,105.07,,,
1212,104.95,,,
1211,104.85,,,
1210,104.77,,,
1209,104.68,,,
1208,104.59,,,
1207,104.5,,,
1206,104.42,,,
1205,104.37,,,
1204,104.32,,,
1203,104.26,,,
1202,104.18,,,
1201,104.08,,,
1200,103.97,,,
1199,103.86,,,
1198,103.76,,,
1197,103.67,,,
1196,103.59,,,
1195,103.52,,,
1194,103.45,,,
1193,103.37,,,
1192,103.3,,,
1191,103.24,,,
1190,103.18,,,
1189,103.1,,,
1188,103.01,,,
1187,102.91,,,
1186,102.81,,,
1185,102.72,,,
1184,102.64,,,
1183,102.57,,,
1182,102.5,,,
1181,102.42,,,
1180,102.36,,,
1179,102.29,,,
1178,102.23,,,
1177,102.15,,,
1176,102.06,,,
1175,101.96,,,
1174,101.87,,,
1173,101.78,,,
1172,101.69,,,
1171,101.6,,,
1170,101.51,,,
1169,101.44,,,
1168,101.38,,,
1167,101.31,,,
1166,101.22,,,
1165,101.11,,,
1164,100.99,,,
1163,100.87,,,
1162,100.75,,,
1161,100.64,,,
1160,100.52,,,
1159,100.4,,,
1158,100.26,,,
1157,100.1,,,
1156,99.94,,,
1155,99.77,,,
1154,99.6,,,
1153,99.41,,,
1152,99.22,,,
1151,99.03,,,
1150,98.86,,,
1149,98.69,,,
1148,98.51,,,
1147,98.32,,,
1146,98.14,,,
1145,97.96,,,
1144,97.78,,,
1143,97.59,,,
1142,97.39,,,
1141,97.16,,,
1140,96.91,,,
1139,96.65,,,
1138,96.42,,,
1137,96.2,,,
1136,95.99,,,
1135,95.77,,,
1134,95.56,,,
1133,95.35,,,
1132,95.15,,,
1131,94.97,,,
1130,94.81,,,
1129,94.65,,,
1128,94.49,,,
1127,94.31,,,
1126,94.13,,,
1125,93.96,,,
1124,93.82,,,
1123,93.67,,,
1122,93.52,,,
1121,93.36,,,
1120,93.22,,,
1119,93.12,,,
1118,93.05,,,
1117,92.96,,,
1116,92.87,,,
1115,92.77,,,
1114,92.69,,,
1113,92.61,,,
1112,92.52,,,
1111,92.44,,,
1110,92.36,,,
1109,92.29,,,
1108,92.22,,,
1107,92.15,,,
1106,92.07,,,
1105,92,,,
1104,91.93,,,
1103,91.87,,,
1102,91.81,,,
1101,91.77,,,
1100,91.73,,,
1099,91.71,,,
1098,91.69,,,
1097,91.67,,,
1096,91.66,,,
1095,91.66,,,
1094,91.66,,,
1093,91.63,,,
1092,91.58,,,
1091,91.54,,,
1090,91.53,,,
1089,91.52,,,
1088,91.52,,,
1087,91.54,,,
1086,91.57,,,
1085,91.6,,,
1084,91.63,,,
1083,91.65,,,
1082,91.66,,,
1081,91.68,,,
1080,91.72,,,
1079,91.76,,,
1078,91.81,,,
1077,91.86,,,
1076,91.92,,,
1075,91.97,,,
1074,92.03,,,
1073,92.08,,,
1072,92.11,,,
1071,92.11,,,
1070,92.11,,,
1069,92.12,,,
1068,92.17,,,
1067,92.26,,,
1066,92.35,,,
1065,92.41,,,
1064,92.46,,,
1063,92.5,,,
1062,92.56,,,
1061,92.62,,,
1060,92.68,,,
1059,92.76,,,
1058,92.84,,,
1057,92.91,,,
1056,92.99,,,
1055,93.06,,,
1054,93.13,,,
1053,93.19,,,
1052,93.28,,,
1051,93.38,,,
1050,93.49,,,
1049,93.58,,,
1048,93.67,,,
1047,93.76,,,
1046,93.86,,,
1045,93.96,,,
1044,94.06,,,
1043,94.17,,,
1042,94.27,,,
1041,94.34,,,
1040,94.41,,,
1039,94.5,,,
1038,94.6,,,
1037,94.72,,,
1036,94.84,,,
1035,94.98,,,
1034,95.12,,,
1033,95.25,,,
1032,95.38,,,
1031,95.51,,,
1030,95.66,,,
1029,95.81,,,
1028,95.94,,,
1027,96.08,,,
1026,96.23,,,
1025,96.39,,,
1024,96.56,,,
1023,96.74,,,
1022,96.93,,,
1021,97.11,,,
1020,97.26,,,
1019,97.39,,,
1018,97.48,,,
1017,97.55,,,
1016,97.61,,,
1015,97.68,,,
1014,97.76,,,
1013,97.84,,,
1012,97.9,,,
1011,97.95,,,
1010,97.97,,,
1009,97.99,,,
1008,98.02,,,
1007,98.07,,,
1006,98.13,,,
1005,98.19,,,
1004,98.23,,,
1003,98.26,,,
1002,98.28,,,
1001,98.29,,,
1000,98.29,,,
999,98.27,,,
998,98.26,,,
997,98.24,,,
996,98.21,,,
995,98.18,,,
994,98.15,,,
993,98.14,,,
992,98.14,,,
991,98.14,,,
990,98.15,,,
989,98.15,,,
988,98.12,,,
987,98.07,,,
986,98.02,,,
985,98.01,,,
984,98.04,,,
983,98.11,,,
982,98.18,,,
981,98.26,,,
980,98.34,,,
979,98.41,,,
978,98.47,,,
977,98.52,,,
976,98.56,,,
975,98.62,,,
974,98.7,,,
973,98.82,,,
972,98.95,,,
971,99.07,,,
970,99.18,,,
969,99.27,,,
968,99.34,,,
967,99.42,,,
966,99.52,,,
965,99.63,,,
964,99.75,,,
963,99.86,,,
962,99.96,,,
961,100.04,,,
960,100.1,,,
959,100.16,,,
958,100.2,,,
957,100.24,,,
956,100.28,,,
955,100.32,,,
954,100.37,,,
953,100.41,,,
952,100.44,,,
951,100.48,,,
950,100.51,,,
949,100.53,,,
948,100.52,,,
947,100.52,,,
946,100.53,,,
945,100.56,,,
944,100.61,,,
943,100.66,,,
942,100.7,,,
941,100.73,,,
940,100.74,,,
939,100.73,,,
938,100.7,,,
937,100.65,,,
936,100.61,,,
935,100.6,,,
934,100.63,,,
933,100.67,,,
932,100.7,,,
931,100.72,,,
930,100.73,,,
929,100.75,,,
928,100.79,,,
927,100.82,,,
926,100.81,,,
925,100.76,,,
924,100.68,,,
923,100.62,,,
922,100.58,,,
921,100.59,,,
920,100.62,,,
919,100.63,,,
918,100.64,,,
917,100.62,,,
916,100.6,,,
915,100.58,,,
914,100.55,,,
913,100.51,,,
912,100.48,,,
911,100.46,,,
910,100.45,,,
909,100.44,,,
908,100.43,,,
907,100.42,,,
906,100.4,,,
905,100.37,,,
904,100.34,,,
903,100.32,,,
902,100.32,,,
901,100.32,,,
900,100.31,,,
899,100.28,,,
898,100.22,,,
897,100.16,,,
896,100.12,,,
895,100.1,,,
894,100.08,,,
893,100.08,,,
892,100.09,,,
891,100.1,,,
890,100.09,,,
889,100.06,,,
888,100.03,,,
887,100.02,,,
886,100.01,,,
885,99.97,,,
884,99.91,,,
883,99.84,,,
882,99.77,,,
881,99.7,,,
880,99.64,,,
879,99.59,,,
878,99.57,,,
877,99.57,,,
876,99.57,,,
875,99.59,,,
874,99.61,,,
873,99.61,,,
872,99.59,,,
871,99.53,,,
870,99.48,,,
869,99.44,,,
868,99.43,,,
867,99.45,,,
866,99.45,,,
865,99.42,,,
864,99.38,,,
863,99.34,,,
862,99.31,,,
861,99.3,,,
860,99.3,,,
859,99.29,,,
858,99.28,,,
857,99.24,,,
856,99.19,,,
855,99.15,,,
854,99.13,,,
853,99.11,,,
852,99.11,,,
851,99.11,,,
850,99.1,,,
849,99.06,,,
848,99.02,,,
847,98.99,,,
846,98.99,,,
845,99.01,,,
844,99.04,,,
843,99.08,,,
842,99.09,,,
841,99.06,,,
840,99.03,,,
839,99.01,,,
838,99.01,,,
837,99,,,
836,98.98,,,
835,98.96,,,
834,98.95,,,
833,98.95,,,
832,98.95,,,
831,98.95,,,
830,98.97,,,
829,98.98,,,
828,98.94,,,
827,98.89,,,
826,98.83,,,
825,98.77,,,
824,98.72,,,
823,98.69,,,
822,98.69,,,
821,98.71,,,
820,98.74,,,
819,98.78,,,
818,98.83,,,
817,98.87,,,
816,98.87,,,
815,98.84,,,
814,98.81,,,
813,98.79,,,
812,98.8,,,
811,98.81,,,
810,98.82,,,
809,98.84,,,
808,98.87,,,
807,98.89,,,
806,98.9,,,
805,98.89,,,
804,98.86,,,
803,98.84,,,
802,98.83,,,
801,98.83,,,
800,98.84,,,
799,98.87,,,
798,98.94,,,
797,99,,,
796,99.03,,,
795,99.02,,,
794,99,,,
793,98.99,,,
792,99,,,
791,99.02,,,
790,99.05,,,
789,99.08,,,
788,99.1,,,
787,99.09,,,
786,99.06,,,
785,99.05,,,
784,99.04,,,
783,99.05,,,
782,99.06,,,
781,99.06,,,
780,99.06,,,
779,99.06,,,
778,99.03,,,
777,98.96,,,
776,98.82,,,
775,98.62,,,
774,98.36,,,
773,98.03,,,
772,97.65,,,
771,97.22,,,
770,96.73,,,
769,96.22,,,
768,95.72,,,
767,95.27,,,
766,94.94,,,
765,94.76,,,
764,94.76,,,
763,94.92,,,
762,95.15,,,
761,95.32,,,
760,95.37,,,
759,95.32,,,
758,95.24,,,
757,95.16,,,
756,95.06,,,
755,94.92,,,
754,94.76,,,
753,94.59,,,
752,94.43,,,
751,94.31,,,
750,94.27,,,
749,94.34,,,
748,94.55,,,
747,94.86,,,
746,95.25,,,
745,95.7,,,
744,96.2,,,
743,96.67,,,
742,97.07,,,
741,97.36,,,
740,97.58,,,
739,97.77,,,
738,97.94,,,
737,98.06,,,
736,98.13,,,
735,98.14,,,
734,98.09,,,
733,98.02,,,
732,97.95,,,
731,97.87,,,
730,97.76,,,
729,97.6,,,
728,97.41,,,
727,97.22,,,
726,97.03,,,
725,96.79,,,
724,96.5,,,
723,96.19,,,
722,95.9,,,
721,95.65,,,
720,95.41,,,
719,95.15,,,
718,94.87,,,
717,94.55,,,
716,94.19,,,
715,93.83,,,
714,93.49,,,
713,93.17,,,
712,92.84,,,
711,92.5,,,
710,92.15,,,
709,91.82,,,
708,91.56,,,
707,91.38,,,
706,91.27,,,
705,91.16,,,
704,91.02,,,
703,90.84,,,
702,90.68,,,
701,90.59,,,
700,90.58,,,
699,90.62,,,
698,90.64,,,
697,90.63,,,
696,90.61,,,
695,90.61,,,
694,90.65,,,
693,90.72,,,
692,90.79,,,
691,90.88,,,
690,90.96,,,
689,91.03,,,
688,91.1,,,
687,91.17,,,
686,91.24,,,
685,91.29,,,
684,91.31,,,
683,91.32,,,
682,91.31,,,
681,91.32,,,
680,91.36,,,
679,91.43,,,
678,91.52,,,
677,91.61,,,
676,91.67,,,
675,91.72,,,
674,91.78,,,
673,91.89,,,
672,92.02,,,
671,92.12,,,
670,92.19,,,
669,92.24,,,
668,92.29,,,
667,92.39,,,
666,92.48,,,
665,92.54,,,
664,92.6,,,
663,92.69,,,
662,92.78,,,
661,92.85,,,
660,92.9,,,
659,93.01,,,
658,93.15,,,
657,93.28,,,
656,93.35,,,
655,93.4,,,
654,93.51,,,
653,93.66,,,
652,93.77,,,
651,93.79,,,
650,93.77,,,
649,93.77,,,
648,93.85,,,
647,94,,,
646,94.16,,,
645,94.3,,,
644,94.37,,,
643,94.39,,,
642,94.37,,,
641,94.36,,,
640,94.42,,,
639,94.56,,,
638,94.7,,,
637,94.74,,,
636,94.66,,,
635,94.56,,,
634,94.52,,,
633,94.58,,,
632,94.69,,,
631,94.78,,,
630,94.75,,,
629,94.61,,,
628,94.46,,,
627,94.42,,,
626,94.57,,,
625,94.82,,,
624,95.04,,,
623,95.14,,,
622,95.11,,,
621,95.01,,,
620,94.88,,,
619,94.77,,,
618,94.69,,,
617,94.68,,,
616,94.68,,,
615,94.63,,,
614,94.48,,,
613,94.28,,,
612,94.09,,,
611,93.97,,,
610,93.9,,,
609,93.82,,,
608,93.74,,,
607,93.7,,,
606,93.67,,,
605,93.62,,,
604,93.52,,,
603,93.4,,,
602,93.32,,,
601,93.31,,,
600,93.38,,,
599,93.5,,,
598,93.62,,,
597,93.73,,,
596,93.86,,,
595,94,,,
594,94.12,,,
593,94.19,,,
592,94.25,,,
591,94.38,,,
590,94.61,,,
589,94.88,,,
588,95.12,,,
587,95.25,,,
586,95.25,,,
585,95.18,,,
584,95.16,,,
583,95.21,,,
582,95.3,,,
581,95.42,,,
580,95.62,,,
579,95.9,,,
578,96.12,,,
577,96.18,,,
576,96.13,,,
575,96.12,,,
574,96.17,,,
573,96.24,,,
572,96.31,,,
571,96.4,,,
570,96.5,,,
569,96.54,,,
568,96.48,,,
567,96.3,,,
566,96,,,
565,95.63,,,
564,95.36,,,
563,95.32,,,
562,95.43,,,
561,95.49,,,
560,95.42,,,
559,95.3,,,
558,95.24,,,
557,95.17,,,
556,95.06,,,
555,94.96,,,
554,94.98,,,
553,95.15,,,
552,95.37,,,
551,95.49,,,
550,95.48,,,
549,95.38,,,
548,95.24,,,
547,95.08,,,
546,94.84,,,
545,94.58,,,
544,94.43,,,
543,94.41,,,
542,94.41,,,
541,94.37,,,
540,94.44,,,
539,94.69,,,
538,94.93,,,
537,94.89,,,
536,94.58,,,
535,94.32,,,
534,94.33,,,
533,94.65,,,
532,95.21,,,
531,95.92,,,
530,96.58,,,
529,96.98,,,
528,97.06,,,
527,96.93,,,
526,96.71,,,
525,96.61,,,
524,96.92,,,
523,97.7,,,
522,98.56,,,
521,98.97,,,
520,98.92,,,
519,98.79,,,
518,98.71,,,
517,98.41,,,
516,97.85,,,
515,97.56,,,
514,97.85,,,
513,98.33,,,
512,98.32,,,
511,97.79,,,
510,97.33,,,
509,97.41,,,
508,97.98,,,
507,98.71,,,
506,99.33,,,
505,99.68,,,
504,99.75,,,
503,99.59,,,
502,99.39,,,
501,99.34,,,
500,99.58,,,
499,100.22,,,
498,101.15,,,
497,102.01,,,
496,102.34,,,
495,101.98,,,
494,101.23,,,
493,100.55,,,
492,100.1,,,
491,99.69,,,
490,99.07,,,
489,98.35,,,
488,97.99,,,
487,98.33,,,
486,99.22,,,
485,100.04,,,
484,100.23,,,
483,99.63,,,
482,98.54,,,
481,97.42,,,
480,96.74,,,
479,96.85,,,
478,97.69,,,
477,98.72,,,
476,99.36,,,
475,99.5,,,
474,99.38,,,
473,99.11,,,
472,98.58,,,
471,97.83,,,
470,97.24,,,
469,97.24,,,
468,97.87,,,
467,98.75,,,
466,99.36,,,
465,99.49,,,
464,99.42,,,
463,99.52,,,
462,99.88,,,
461,100.32,,,
460,100.65,,,
459,100.61,,,
458,99.87,,,
457,98.5,,,
456,97.16,,,
455,96.46,,,
454,96.35,,,
453,96.41,,,
452,96.66,,,
451,97.64,,,
450,99.5,,,